SEX,DIED,L_THREAT,ER_VISIT,HOSPITAL,DISABLE,BIRTH_DEFECT,RECOVD,V_ADMINBY,VAX_MANU,VAX_SITE,VAX_ROUTE,AGE_GRP,CLUSTER,0
1,0,0,0,0,0,0,1,1,1,6,5,4,1,1
1,0,0,0,0,0,0,1,0,2,6,5,2,1,1
1,0,0,0,0,0,0,0,7,2,6,5,3,1,1
1,0,0,0,0,0,0,0,7,2,6,3,3,1,1
1,0,0,0,0,0,0,0,7,2,6,1,7,1,1
1,0,0,0,0,0,0,0,7,2,6,1,6,1,1
1,0,0,0,0,0,0,0,7,2,6,1,4,1,1
1,0,0,0,0,0,0,0,7,2,2,5,3,1,1
1,0,0,0,0,0,0,0,6,2,6,1,6,1,1
1,0,0,0,0,0,0,0,6,2,6,1,4,1,1
1,0,0,0,0,0,0,0,4,2,6,5,4,1,1
1,0,0,0,0,0,0,0,4,2,6,5,3,1,1
1,0,0,0,0,0,0,0,4,2,6,5,2,1,1
0,1,0,0,0,0,0,0,6,2,6,1,8,1,1
1,0,0,0,0,0,0,0,4,2,6,3,6,1,1
1,0,0,0,0,0,0,0,4,2,6,1,1,1,1
1,0,0,0,0,0,0,0,4,2,0,5,2,1,1
1,0,0,0,0,0,0,0,4,2,0,1,4,1,1
1,0,0,0,0,0,0,0,4,1,6,5,7,1,1
1,0,0,0,0,0,0,0,0,1,6,5,3,1,1
0,0,0,0,0,0,0,1,1,2,6,5,6,1,1
0,0,1,0,1,0,0,0,6,2,6,1,9,1,1
0,0,0,0,0,0,0,0,4,1,6,5,8,1,1
0,0,0,0,0,0,0,0,3,2,6,1,4,1,1
0,0,0,0,0,0,0,0,3,2,6,1,5,1,1
0,0,0,0,0,0,0,0,3,2,6,3,6,1,1
0,0,0,0,0,0,0,0,3,2,6,5,6,1,1
0,0,0,0,0,0,0,0,4,1,6,4,5,1,1
0,0,0,0,0,0,0,0,4,1,6,5,1,1,1
0,0,0,0,0,0,0,0,4,1,6,5,7,1,1
0,0,0,0,0,0,0,0,4,2,2,4,4,1,1
0,0,0,0,0,0,0,0,6,2,2,5,4,1,1
0,0,0,0,0,0,0,0,4,2,6,3,7,1,1
0,0,0,0,0,0,0,0,4,2,6,5,6,1,1
0,0,0,0,0,0,0,0,5,1,6,5,2,1,1
0,0,0,0,0,0,0,0,5,1,6,5,5,1,1
0,0,0,0,0,0,0,0,5,2,2,5,3,1,1
0,0,0,0,0,0,0,0,5,2,2,5,5,1,1
0,0,0,0,0,0,0,0,6,1,6,5,6,1,1
0,0,0,0,0,0,0,0,3,2,2,5,3,1,1
0,0,0,0,0,0,0,0,3,1,6,5,5,1,1
0,0,0,0,0,0,0,0,3,1,6,0,2,1,1
0,0,0,0,0,0,0,0,2,2,6,5,5,1,1
0,0,0,0,0,0,0,0,0,2,6,1,5,1,1
0,0,0,0,0,0,0,0,0,2,6,5,2,1,1
0,0,0,0,0,0,0,0,0,2,6,5,4,1,1
0,0,0,0,0,0,0,0,0,2,6,5,5,1,1
0,0,0,0,0,0,0,0,0,2,6,5,6,1,1
0,0,0,0,0,0,0,0,1,1,6,4,4,1,1
0,0,0,0,0,0,0,0,1,1,6,5,1,1,1
0,0,0,0,0,0,0,0,1,1,6,5,6,1,1
0,0,0,0,0,0,0,0,1,1,6,5,7,1,1
0,0,0,0,0,0,0,0,1,2,6,0,4,1,1
0,0,0,0,0,0,0,0,1,2,6,3,2,1,1
0,0,0,0,0,0,0,0,1,2,6,4,6,1,1
0,0,0,0,0,0,0,0,1,2,6,5,4,1,1
0,0,0,0,0,0,0,0,2,2,2,5,1,1,1
0,0,0,0,0,0,0,0,2,2,6,5,2,1,1
0,0,0,0,0,0,0,0,6,1,6,5,8,1,1
0,0,0,0,0,0,0,0,6,2,2,5,5,1,1
0,0,1,0,1,0,0,0,4,2,2,5,4,1,1
0,0,0,0,0,1,0,0,4,2,2,5,6,1,1
0,0,0,0,0,0,0,1,4,2,6,4,4,1,1
0,0,0,0,0,0,0,1,5,2,6,5,2,1,1
0,0,0,0,0,0,0,1,5,2,6,5,4,1,1
0,0,0,0,0,0,0,1,7,2,6,0,2,1,1
0,0,0,0,0,0,0,1,7,2,6,3,5,1,1
0,0,0,0,0,0,0,1,7,2,6,4,4,1,1
0,0,0,0,0,0,0,1,7,2,6,5,6,1,1
0,0,0,0,0,1,0,0,4,2,6,1,3,1,1
0,0,0,0,0,0,0,0,6,2,6,1,1,1,1
0,0,0,0,1,0,0,0,4,2,2,5,6,1,1
0,0,0,0,1,0,0,0,4,2,6,3,3,1,1
0,0,0,0,1,0,0,0,4,2,6,3,5,1,1
0,0,0,0,1,0,0,0,4,2,6,5,6,1,1
0,0,0,0,1,0,0,1,7,2,2,5,4,1,1
0,0,0,0,1,0,0,1,7,2,6,5,3,1,1
0,0,1,0,0,0,0,0,4,2,6,1,5,1,1
0,0,0,0,0,0,0,1,4,2,6,4,2,1,1
0,0,0,0,0,0,0,1,4,2,5,5,4,1,1
0,0,0,0,0,0,0,1,3,2,6,5,4,1,1
0,0,0,0,0,0,0,1,3,2,6,5,2,1,1
0,0,0,0,0,0,0,0,6,2,6,5,8,1,1
0,0,0,0,0,0,0,0,7,1,6,5,6,1,1
0,0,0,0,0,0,0,0,7,2,2,5,1,1,1
0,0,0,0,0,0,0,0,7,2,6,1,1,1,1
0,0,0,0,0,0,0,0,7,2,6,3,3,1,1
0,0,0,0,0,0,0,0,7,2,6,5,2,1,1
0,0,0,0,0,0,0,1,0,2,6,5,4,1,1
0,0,0,0,0,0,0,1,1,1,6,5,4,1,1
0,0,0,0,0,0,0,1,1,2,6,3,4,1,1
0,0,0,0,0,0,0,1,1,2,6,5,2,1,1
0,0,0,0,0,0,0,0,0,2,2,5,3,1,1
0,0,0,0,0,0,0,1,2,2,2,5,4,1,1
0,0,0,0,0,0,0,1,2,2,6,1,4,1,1
0,0,0,0,0,0,0,1,2,2,6,5,4,1,1
0,0,0,0,0,0,0,1,3,1,6,5,4,1,1
1,1,0,0,0,0,0,0,7,2,0,5,5,1,1
